Субъект;Последний год;Источник поступления данных в ЦЗЛ;Год первого поступления данных;Организация, проводившая обследования;Реестр ЛЗМ;Источник информации: 1-ИИ, 2-ИИ…5-ИИ;Приоритет проведения ЛЗМ;Способ проведения  государственного лесопатологического мониторинга:                                             1-ГЛПМ... 7-ГЛПМ;Оптимальные сроки проведения ЛЗМ;№ акта ЛПО;Внесение изменений;месяц для вновь выявленных или переоформленных;Дата внесения в реестр; Примечание к выделу (местоположение) ;Дата последнего изменеия в реестре;Год проведения лесоустройства;Дата обследования;широта;долгота;Лесничество;Участковое лесничество;Участок, урочище и т.п.;Квартал;Выдел;№ лесопатологического выдела;Площадь выдела, га;Целевое назначение лесов (код);Целевое назначение лесов по таксационным описаниям;Категория защитности;ОЗУ;ООПТ;Группа категория защитности;Состав;группа возраста;Возраст;Бонитет;Полнота;Запас на 1га, кбм;Транспортная доступность;Лесопользователь;Вид аренды ;Дата заключения договора;Срок аренды;год обследования;площадь обследования,га;№ разрешительного письма;площадь по ДЗЗ и ЛС,га;Вид СОМ 2015-2019;площадь СОМ 2015-2019, га;"Категория по форме ""Рослесхоз""";Главная порода;Повреждаемая порода;Код группы причин;Причина ослабления или гибели древостоя (1-ОЛПМ);Код повреждения по 1-ОЛПМ;Код второстепенной причины повреждения по 1-ОЛПМ;Год повреждения;Код защитности для приложения 2, 3;Прогноз;Повреждаемая порода по очагам 2-ОЛПМ;Код группы причины по 2-ОЛПМ;Виды вредителей и болезней (2-ОЛПМ);Код повреждения по 2-ОЛПМ;Фаза развития очага;Номер очага;общий отпад;степень усыхания;в т.ч. текущий;поврежденные (заселенные);Степень повреждения (заселения);Код признака, главный;% деревьев с наличием признака;Код признака второстепенный;% деревьев с наличием признака;Полнота, остающаяся после выборки деревьев, подлежащих рубке;Обеспечение лесовосстановления;Средневзвешенная категория состояния породы;Средневзвешенная категория состояния насаждения;Вид рекомендации;% деревьев от запаса подлежащий рубке;Погибшие;площадь рекомендации, га;запас рекомендованных,  куб. м;год гибели;Назначенные мероприятия текущего и прошедшего года;Площадь МЗЛ,га;запас МЗЛ, куб. м;Количество выбираемых деревьев (для РАД), шт.;Без признаков ослабления;Без признаков ослабления (Р);Ослабленные;Ослабленные (Р);Сильно ослабленные;Сильно ослабленные (Р);Усыхание;Усыхание (Р);Свежий сухостой;Свежий ветровал;Свежий бурелом;Старый сухостой;Старый ветровал;Старый бурелом;Площадь участка на конец декабря 2020 года;площадь, га (январь);запас, кмб. (январь);Площадь выдела с наличием ослабления (усыхания) древостоя на конец января 2021 года;площадь, га (февраль);запас, кмб. (февраль);Площадь выдела с наличием ослабления (усыхания) древостоя на конец февраля 2021 года;площадь, га (март);запас, кмб. (март);Площадь выдела с наличием ослабления (усыхания) древостоя на конец марта 2021 года;площадь, га (апрель);запас, кмб. (апрель);Площадь выдела с наличием ослабления (усыхания) древостоя на конец апреля 2021 года;площадь, га (май);запас, кмб. (май);Площадь выдела с наличием ослабления (усыхания) древостоя на конец мая 2021 года;площадь, га (июнь);запас, кмб. (июнь);Площадь выдела с наличием ослабления (усыхания) древостоя на конец июня 2021 года;площадь,га (июль);запас, кмб. (июль);Площадь выдела с наличием ослабления (усыхания) древостоя на конец июля 2021 года;площадь,га (август);запас, кмб. (август);Площадь выдела с наличием ослабления (усыхания) древостоя на конец августа 2021 года;площадь,га (сентябрь);запас, кмб. (сентябрь);Площадь выдела с наличием ослабления (усыхания) древостоя на конец сентября 2021 года;площадь,га (октябрь);запас, кмб. (октябрь);Площадь выдела с наличием ослабления (усыхания) древостоя на конец октября 2021 года;площадь, га (ноябрь);запас, кмб. (ноябрь);Площадь выдела с наличием ослабления (усыхания) древостоя на конец ноября 2021 года;площадь, га (декабрь);запас, кмб. (декабрь);Площадь выдела с наличием ослабления (усыхания) древостоя на конец декабря 2021 года;Вид МЗЛ c начала года;Площадь нарастающим итогом, га;Запас МЗЛ с начала года;Способ ЛПО;Ф.И.О. исполнителя работ;занесено Ф.И.О.;Источники данных (для реестра приложение 1.1);Примечание;Способ актуализации
Республика Хакасия;2018;ЛПТ;;ЦЗЛ;;4-ИИ;3;4-ГЛПМ;1 декада января - 3 декада декабря;;;;05.10.2018;;;1993;12.08.2018;55.136356;88.683936;Горячегорское;Юферовское;;69;6;;30;1;защ;145;;;3;6П2П2К;4;160;4;0,4;130;;Нет;;;;2018;30;;;;;Повреждение насекомыми;Пс;Пс;2;Усач пихтовый чёрный большой;341;241;2018;5;ухудшение;;;;;;;11;10,1-40%;0;6;;614;10;;;0,4;;2,45;2,35;370;11;;30;;;;;;;23;;41;;25;;0;;0;0;;11;0;;30;;;30;;;30;;;30;;;30;;;;;;;;;;;;;;;;;;;;;;;;30;;0;0;2;;Линдт Е.А.;11;;
Республика Хакасия;2009;ЛПОВ;;лесничество;;2-ИИ;3;;1 декада мая - 1 декада октября;;;;05.12.2016;;;1993;2009;;;Горячегорское;Юферовское;;71;12;1;42;1;защ;145;;;3;7К3П;2;160;3;0,8;350;;Нет;;;;2009;29;;;;;Погодные условия (прочие);Кс;Кс;3;Неблагоприятные условия произрастания;810;;2009;5;без изменений;;;;;;;16;10,1-40%;14;;;;;;;0,7;;;;512;16;;29;1624;;;;;;;;;;;;;;;;;;;;29;;;29;;;29;;;29;;;29;;;;;;;;;;;;;;;;;;;;;;;;29;;0;0;1;;;32;;
Республика Хакасия;2009;ЛПОВ;;лесничество;;2-ИИ;3;;1 декада мая - 1 декада октября;;;;05.12.2016;;;1993;2009;;;Горячегорское;Юферовское;;71;13;1;16;1;защ;145;;;3;4К6П;3;180;3;0,4;200;;Нет;;;;2009;0,9;;;;;Погодные условия (прочие);Кс;Кс;3;Неблагоприятные условия произрастания;810;;2009;5;без изменений;;;;;;;40;10,1-40%;29;;;;;;;0,0;;;;511;100;Погибшие;0,9;180;2009;;;;;;;;;;;;;;;;;;;0,9;;;0,9;;;0,9;;;0,9;;;0,9;;;;;;;;;;;;;;;;;;;;;;;;0,9;;0;0;1;;;32;погибшие;
Республика Хакасия;2020;ДН;;ЦЗЛ;;1-ИИ;3;3-ГЛПМ;1 декада мая - 1 декада октября;;;;29.05.2020;;;1993;20.02.2020;;;Горячегорское;Юферовское;;71;15;1;18;1;защ;145;;;3;8П2К;4;170;3;0,6;230;;Нет;;;;2020;2;;2;;;Ураганные ветра 2019 года;Пс;Пс;3;Воздействия сильных ветров прошлых лет, повлекшие наклон более 10°, изгиб или вывал деревьев;821;;2019;5;без изменений;;;;;;;11;10,1-40%;11;;;;;;;0,5;;;;371;11;;2;;;;;;;;;;;;;;;;;;;;;2;;;2;;;2;;;2;;;2;;;;;;;;;;;;;;;;;;;;;;;;2;;0;0;1а;;Линдт Е.А.;20;ДН 2020 года;
Республика Хакасия;2018;ЛПТ;;ЦЗЛ;;4-ИИ;3;4-ГЛПМ;1 декада января - 3 декада декабря;;;;05.10.2018;;;1993;11.08.2018;55.09668;88.680671;Горячегорское;Юферовское;;71;17;;38;1;защ;145;;;3;8П1К1Б;4;140;3;0,6;250;;Нет;;;;2018;38;;;;;Повреждение насекомыми;Пс;Пс;2;Усач пихтовый чёрный большой;341;337;2018;5;ухудшение;;;;;;;17;10,1-40%;4;12;;614;15;;;0,5;;2,50;2,28;370;17;;38;;;;;;;39;;28;;16;;0;;4;0;;13;0;;38;;;38;;;38;;;38;;;38;;;;;;;;;;;;;;;;;;;;;;;;38;;0;0;2;;Линдт Е.А.;11;;
Республика Хакасия;2009;ЛПОВ;;лесничество;;2-ИИ;3;;1 декада мая - 1 декада октября;;;;05.12.2016;;;1993;2009;;;Горячегорское;Юферовское;;71;18;1;16;1;защ;145;;;3;6П2К2Б;4;160;3;0,6;250;;Нет;;;;2009;0,5;;;;;Погодные условия (прочие);Пс;Пс;3;Неблагоприятные условия произрастания;810;;2009;5;без изменений;;;;;;;37;10,1-40%;32;;;;;;;0,4;;;;512;37;;0,5;46,25;;;;;;;;;;;;;;;;;;;;0,5;;;0,5;;;0,5;;;0,5;;;0,5;;;;;;;;;;;;;;;;;;;;;;;;0,5;;0;0;1;;;32;;
Республика Хакасия;2018;ЛПТ;;ЦЗЛ;;4-ИИ;3;4-ГЛПМ;1 декада января - 3 декада декабря;;;;05.10.2018;;;1993;11.08.2018;55.09890;88.66797;Горячегорское;Юферовское;;71;20;;13;1;защ;145;;;3;8Е2П;4;160;3;0,4;160;;Нет;;;;2018;13;;;;;Повреждение насекомыми;Ес;Ес;2;Усач пихтовый чёрный большой;341;;2018;5;ухудшение;;;;;;;5;4,1-10%;0;4;;614;5;;;0,4;;2,05;2,11;370;5;;13;;;;;;;31;;37;;27;;0;;0;0;;5;0;;13;;;13;;;13;;;13;;;13;;;;;;;;;;;;;;;;;;;;;;;;13;;0;0;2;;Линдт Е.А.;11;;
Республика Хакасия;2018;ЛПТ;;ЦЗЛ;;4-ИИ;3;4-ГЛПМ;1 декада января - 3 декада декабря;;;;05.10.2018;;;1993;12.08.2018;55.135036;88.69889;Горячегорское;Юферовское;;72;2;;56;1;защ;145;;;3;3К5П2П;3;190;3;0,4;200;;Нет;;;;2018;56;;;;;Повреждение насекомыми;Кс;Кс;2;Короед шестизубчатый;337;241;2018;5;без изменений;;;;;;;12;10,1-40%;0;7,5;;614;25;;;0,4;;2,65;2,48;370;12;;56;;;;;;;15,5;;45;;27,5;;0;;0;0;;12;0;;56;;;56;;;56;;;56;;;56;;;;;;;;;;;;;;;;;;;;;;;;56;;0;0;2;;Линдт Е.А.;11;;
Республика Хакасия;2018;ЛПТ;;ЦЗЛ;;4-ИИ;3;4-ГЛПМ;1 декада января - 3 декада декабря;;;;05.10.2018;;;1993;12.08.2018;55.133491;88.710503;Горячегорское;Юферовское;;72;3;;40;1;защ;145;;;3;5К2К3П;4;290;3;0,6;290;;Нет;;;;2018;40;;;;;Повреждение насекомыми;Кс;Кс;2;Короед шестизубчатый;337;241;2018;5;ухудшение;;;;;;;23;10,1-40%;2,5;7,5;;614;15;;;0,5;;2,60;2,74;512;23;;40;2668;;;;;;8;;56;;13;;0;;2,5;0;;20,5;0;;40;;;40;;;40;;;40;;;40;;;;;;;;;;;;;;;;;;;;;;;;40;;0;0;2;;Линдт Е.А.;11;;
Республика Хакасия;2018;ЛПТ;;ЦЗЛ;;4-ИИ;3;4-ГЛПМ;1 декада января - 3 декада декабря;;;;05.10.2018;;;1993;12.08.2018;55.136268;88.687003;Горячегорское;Юферовское;;72;5;;19;1;защ;145;;;3;6П2П2К;4;160;4;0,4;130;;Нет;;;;2018;19;;;;;Повреждение насекомыми;Пс;Пс;2;Усач пихтовый чёрный большой;341;241;2018;5;ухудшение;;;;;;;8;4,1-10%;0;3;;614;5;;;0,4;;2,25;2,32;370;8;;19;;;;;;;20;;44;;28;;0;;0;0;;8;0;;19;;;19;;;19;;;19;;;19;;;;;;;;;;;;;;;;;;;;;;;;19;;0;0;2;;Линдт Е.А.;11;;
Республика Хакасия;2018;ЛПТ;;ЦЗЛ;;4-ИИ;3;4-ГЛПМ;1 декада января - 3 декада декабря;;;;05.10.2018;;;1993;12.08.2018;55.135575;88.693526;Горячегорское;Юферовское;;72;6;;30;1;защ;145;;;3;8П2К;4;160;3;0,7;270;;Нет;;;;2018;30;;;;;Повреждение насекомыми;Пс;Пс;2;Усач пихтовый чёрный большой;341;241;2018;5;без изменений;;;;;;;12;10,1-40%;0;8;;614;10;;;0,6;;2,65;2,57;370;12;;30;;;;;;;18;;31;;39;;0;;0;0;;12;0;;30;;;30;;;30;;;30;;;30;;;;;;;;;;;;;;;;;;;;;;;;30;;0;0;2;;Линдт Е.А.;11;;
Республика Хакасия;2018;ЛПТ;;ЦЗЛ;;4-ИИ;3;4-ГЛПМ;1 декада января - 3 декада декабря;;;;05.10.2018;;;1993;12.08.2018;55.133823;88.707733;Горячегорское;Юферовское;;72;7;;48;1;защ;145;;;3;4К6П;4;210;3;0,4;200;;Нет;;;;2018;48;;;;;Повреждение насекомыми;Кс;Кс;2;Короед шестизубчатый;337;241;2018;5;без изменений;;;;;;;13;10,1-40%;2;8;;614;20;;;0,4;;2,40;2,37;370;13;;48;;;;;;;25;;39;;23;;0;;2;0;;11;0;;48;;;48;;;48;;;48;;;48;;;;;;;;;;;;;;;;;;;;;;;;48;;0;0;2;;Линдт Е.А.;11;;
Республика Хакасия;2020;ДН;;ЦЗЛ;;1-ИИ;3;3-ГЛПМ;1 декада мая - 1 декада октября;;;;29.05.2020;;;1993;20.02.2020;;;Горячегорское;Юферовское;;72;20;1;73;1;защ;145;;;3;8П2К;4;180;3;0,6;230;;Нет;;;;2020;8,6;;8,6;;;Ураганные ветра 2019 года;Пс;Пс;3;Воздействия сильных ветров прошлых лет, повлекшие наклон более 10°, изгиб или вывал деревьев;821;;2019;5;без изменений;;;;;;;11;10,1-40%;11;;;;;;;0,5;;;;371;11;;8,6;;;;;;;;;;;;;;;;;;;;;8,6;;;8,6;;;8,6;;;8,6;;;8,6;;;;;;;;;;;;;;;;;;;;;;;;8,6;;0;0;1а;;Линдт Е.А.;20;ДН 2020 года;
Республика Хакасия;2018;ЛПТ;;ЦЗЛ;;4-ИИ;3;4-ГЛПМ;1 декада января - 3 декада декабря;;;;05.10.2018;;;1993;11.08.2018;55.09652;88.683356;Горячегорское;Юферовское;;72;22;;33;1;защ;145;;;3;8П1К1Б;4;140;3;0,6;250;;Нет;;;;2018;33;;;;;Повреждение насекомыми;Пс;Пс;2;Усач пихтовый чёрный большой;341;241;2018;5;ухудшение;;;;;;;21,5;10,1-40%;8;8;;611;10;;;0,5;;2,85;2,64;512;22;;33;1815;;;;;;21;;33,5;;24;;4;;4;0;;13,5;0;;33;;;33;;;33;;;33;;;33;;;;;;;;;;;;;;;;;;;;;;;;33;;0;0;2;;Линдт Е.А.;11;;
Республика Хакасия;2020;ДН;;ЦЗЛ;;1-ИИ;3;3-ГЛПМ;1 декада мая - 1 декада октября;;;;29.05.2020;;;1993;20.02.2020;;;Горячегорское;Юферовское;;72;24;1;26;1;защ;145;;;3;4К6П;2;190;3;0,5;240;;Нет;;;;2020;18,8;;18,8;;;Ураганные ветра 2019 года;Кс;Кс;3;Воздействия сильных ветров прошлых лет, повлекшие наклон более 10°, изгиб или вывал деревьев;821;;2019;5;без изменений;;;;;;;11;10,1-40%;11;;;;;;;0,5;;;;371;11;;18,8;;;;;;;;;;;;;;;;;;;;;18,8;;;18,8;;;18,8;;;18,8;;;18,8;;;;;;;;;;;;;;;;;;;;;;;;18,8;;0;0;1а;;Линдт Е.А.;20;ДН 2020 года;
Республика Хакасия;2018;ЛПТ;;ЦЗЛ;;4-ИИ;3;4-ГЛПМ;1 декада января - 3 декада декабря;;;;05.10.2018;;;1993;10.08.2018;55.11353;88.71467;Горячегорское;Юферовское;;72;25;;21;1;защ;145;;;3;8К2П;3;190;2;0,8;450;;Нет;;;;2018;21;;;;;Повреждение насекомыми;Кс;Кс;2;Короед шестизубчатый;337;341;2018;5;ухудшение;;;;;;;48;более 40%;4;40;;614;50;;;0,4;;3,70;3,44;512;48;;21;4536;;;;;;12;;28;;12;;0;;4;0;;44;0;;21;;;21;;;21;;;21;;;21;;;;;;;;;;;;;;;;;;;;;;;;21;;0;0;2;;Линдт Е.А.;11;;
Республика Хакасия;2010;ЛПОВ;;лесничество;;2-ИИ;3;;1 декада мая - 1 декада октября;;;;05.12.2016;;;1993;2010;;;Горячегорское;Юферовское;;72;26;1;48;1;защ;145;;;3;5Е3П1К1Б;4;120;3;0,8;300;;Нет;;;;2010;16;;;;;Болезни леса;Ес;Ес;4;Трутовик окаймленный;357;;2010;5;без изменений;;;;;;;20;10,1-40%;17;;;;;;;0,6;;;;512;20;;16;960;;;;;;;;;;;;;;;;;;;;16;;;16;;;16;;;16;;;16;;;;;;;;;;;;;;;;;;;;;;;;16;;0;0;1;;;32;;
Республика Хакасия;2020;ДН;;ЦЗЛ;;1-ИИ;3;3-ГЛПМ;1 декада мая - 1 декада октября;;;;29.05.2020;;;1993;20.02.2020;;;Горячегорское;Юферовское;;72;27;1;52;1;защ;145;;;3;8П2К;4;160;3;0,7;270;;Нет;;;;2020;7,8;;7,8;;;Ураганные ветра 2019 года;Пс;Пс;3;Воздействия сильных ветров прошлых лет, повлекшие наклон более 10°, изгиб или вывал деревьев;821;;2019;5;без изменений;;;;;;;11;10,1-40%;11;;;;;;;0,6;;;;371;11;;7,8;;;;;;;;;;;;;;;;;;;;;7,8;;;7,8;;;7,8;;;7,8;;;7,8;;;;;;;;;;;;;;;;;;;;;;;;7,8;;0;0;1а;;Линдт Е.А.;20;ДН 2020 года;
Республика Хакасия;2020;ДН;;ЦЗЛ;;1-ИИ;3;3-ГЛПМ;1 декада мая - 1 декада октября;;;;29.05.2020;;;1993;20.02.2020;;;Горячегорское;Юферовское;;72;28;1;30;1;защ;145;;;3;4К5П1Б;4;280;3;0,6;290;;Нет;;;;2020;0,6;;0,6;;;Ураганные ветра 2019 года;Кс;Кс;3;Воздействия сильных ветров прошлых лет, повлекшие наклон более 10°, изгиб или вывал деревьев;821;;2019;5;без изменений;;;;;;;11;10,1-40%;11;;;;;;;0,5;;;;371;11;;0,6;;;;;;;;;;;;;;;;;;;;;0,6;;;0,6;;;0,6;;;0,6;;;0,6;;;;;;;;;;;;;;;;;;;;;;;;0,6;;0;0;1а;;Линдт Е.А.;20;ДН 2020 года;
Республика Хакасия;2018;ЛПТ;;ЦЗЛ;;4-ИИ;3;4-ГЛПМ;1 декада января - 3 декада декабря;;;;05.10.2018;;;1993;23.08.2018;55.13839;88.72459;Горячегорское;Юферовское;;73;1;;56;1;защ;145;;;3;5К2К3П;4;280;3;0,6;290;;Нет;;;;2018;56;;;;;Повреждение насекомыми;Кс;Кс;2;Короед шестизубчатый;337;341;2018;5;ухудшение;;;;;;;11,5;10,1-40%;2,5;5;;614;10;;;0,5;;2,45;2,13;370;11,5;;56;;;;;;;33;;44,5;;11;;0;;2,5;0;;9;0;;56;;;56;;;56;;;56;;;56;;;;;;;;;;;;;;;;;;;;;;;;56;;0;0;2;;Линдт Е.А.;11;;
Республика Хакасия;2018;ЛПТ;;ЦЗЛ;;4-ИИ;3;4-ГЛПМ;1 декада января - 3 декада декабря;;;;05.10.2018;;;1993;23.08.2018;55.14102;88.74718;Горячегорское;Юферовское;;73;3;;56;1;защ;145;;;3;3К6П1Б;4;300;4;0,3;150;;Нет;;;;2018;56;;;;;Повреждение насекомыми;Кс;Кс;2;Короед шестизубчатый;337;241;2018;5;без изменений;;;;;;;13,5;10,1-40%;4,5;4,5;;614;15;;;0,3;;2,50;2,21;370;13,5;;56;;;;;;;37,5;;31;;18;;0;;4,5;0;;9;0;;56;;;56;;;56;;;56;;;56;;;;;;;;;;;;;;;;;;;;;;;;56;;0;0;2;;Линдт Е.А.;11;;
Республика Хакасия;2018;ЛПТ;;ЦЗЛ;;4-ИИ;3;4-ГЛПМ;1 декада января - 3 декада декабря;;;;05.10.2018;;;1993;12.08.2018;55.134788;88.72432;Горячегорское;Юферовское;;73;4;;67;1;защ;145;;;3;4К6П;4;230;3;0,3;140;;Нет;;;;2018;67;;;;;Повреждение насекомыми;Кс;Кс;2;Короед шестизубчатый;337;241;2018;5;ухудшение;;;;;;;11;10,1-40%;2;6;;614;15;;;0,3;;2,55;2,55;370;11;;67;;;;;;;9;;49;;31;;0;;2;0;;9;0;;67;;;67;;;67;;;67;;;67;;;;;;;;;;;;;;;;;;;;;;;;67;;0;0;2;;Линдт Е.А.;11;;
Республика Хакасия;2018;ЛПТ;;ЦЗЛ;;4-ИИ;3;4-ГЛПМ;1 декада января - 3 декада декабря;;;;05.10.2018;;;1993;12.08.2018;55.133331;88.719253;Горячегорское;Юферовское;;73;5;;40;1;защ;145;;;3;4К6П;4;210;3;0,4;200;;Нет;;;;2018;40;;;;;Повреждение насекомыми;Кс;Кс;2;Короед шестизубчатый;337;241;2018;5;без изменений;;;;;;;14;10,1-40%;0;14;;614;35;;;0,3;;2,35;2,41;370;14;;40;;;;;;;27;;33;;26;;0;;0;0;;14;0;;40;;;40;;;40;;;40;;;40;;;;;;;;;;;;;;;;;;;;;;;;40;;0;0;2;;Линдт Е.А.;11;;
Республика Хакасия;2018;ЛПТ;;ЦЗЛ;;4-ИИ;3;4-ГЛПМ;1 декада января - 3 декада декабря;;;;05.10.2018;;;1993;23.08.2018;55.13261;88.74296;Горячегорское;Юферовское;;73;8;;22;1;защ;145;;;3;10К;4;270;3;0,7;550;;Нет;;;;2018;22;;;;;Повреждение насекомыми;Кс;Кс;2;Короед шестизубчатый;337;350;2018;5;ухудшение;;;;;;;15;10,1-40%;0;20;;614;20;;;0,6;;2,10;2,10;370;15;;22;;;;;;;45;;30;;10;;0;;0;0;;15;0;;22;;;22;;;22;;;22;;;22;;;;;;;;;;;;;;;;;;;;;;;;22;;0;0;2;;Линдт Е.А.;11;;
Республика Хакасия;2018;ЛПТ;;ЦЗЛ;;4-ИИ;3;4-ГЛПМ;1 декада января - 3 декада декабря;;;;05.10.2018;;;1993;10.08.2018;55.117976;88.719466;Горячегорское;Юферовское;;73;16;;26;1;защ;145;;;3;6К2К2П;4;270;3;0,8;430;;Нет;;;;2018;26;;;;;Повреждение насекомыми;Кс;Кс;2;Короед шестизубчатый;337;341;2018;5;ухудшение;;;;;;;48;более 40%;6;36;;614;60;;;0,4;;4,30;3,44;512;48;;26;5366;;;;;;18;;16;;18;;0;;6;0;;42;0;;26;;;26;;;26;;;26;;;26;;;;;;;;;;;;;;;;;;;;;;;;26;;0;0;2;;Линдт Е.А.;11;;
Республика Хакасия;2018;ЛПТ;;ЦЗЛ;;4-ИИ;3;4-ГЛПМ;1 декада января - 3 декада декабря;;;;05.10.2018;;;1993;10.08.2018;55.11371;88.72285;Горячегорское;Юферовское;;73;17;;32;1;защ;145;;;3;10П+К;4;160;3;0,7;270;;Нет;;;;2018;32;;;;;Повреждение насекомыми;Пс;Пс;2;Усач пихтовый чёрный большой;341;337;2018;5;ухудшение;;;;;;;20;10,1-40%;5;15;;614;15;;;0,6;;2,60;2,60;512;20;;32;1728;;;;;;20;;40;;20;;0;;5;0;;15;0;;32;;;32;;;32;;;32;;;32;;;;;;;;;;;;;;;;;;;;;;;;32;;0;0;2;;Линдт Е.А.;11;;
Республика Хакасия;2018;ЛПТ;;ЦЗЛ;;4-ИИ;3;4-ГЛПМ;1 декада января - 3 декада декабря;;;;05.10.2018;;;1993;10.08.2018;55.105285;88.743843;Горячегорское;Юферовское;;73;19;;144;1;защ;145;;;3;6К4П;4;290;3;0,6;320;;Нет;;;;2018;144;;;;;Повреждение насекомыми;Кс;Кс;2;Короед шестизубчатый;337;341;2018;5;ухудшение;;;;;;;17;10,1-40%;0;15;;614;25;;;0,5;;2,50;2,24;370;17;;144;;;;;;;37;;36;;10;;0;;0;0;;17;0;;144;;;144;;;144;;;144;;;144;;;;;;;;;;;;;;;;;;;;;;;;144;;0;0;2;;Линдт Е.А.;11;;
Республика Хакасия;2018;ЛПТ;;ЦЗЛ;;4-ИИ;3;4-ГЛПМ;1 декада января - 3 декада декабря;;;;05.10.2018;;;1993;10.08.2018;55.111228;88.719643;Горячегорское;Юферовское;;73;21;;30;1;защ;145;;;3;8К2П;3;190;3;0,8;430;;Нет;;;;2018;30;;;;;Повреждение насекомыми;Кс;Кс;2;Короед шестизубчатый;337;341;2018;5;ухудшение;;;;;;;63;более 40%;10;48;;614;60;;;0,3;;4,15;3,88;512;63;;30;8127;;;;;;10;;17;;10;;1;;9;0;;53;0;;30;;;30;;;30;;;30;;;30;;;;;;;;;;;;;;;;;;;;;;;;30;;0;0;2;;Линдт Е.А.;11;;
Республика Хакасия;2018;ЛПТ;;ЦЗЛ;;4-ИИ;3;4-ГЛПМ;1 декада января - 3 декада декабря;;;;05.10.2018;;;1993;09.08.2018;55.108001;88.720222;Горячегорское;Юферовское;;73;22;;60;1;защ;145;;;3;8П2К;4;160;3;0,7;250;;Нет;;;;2018;60;;;;;Повреждение насекомыми;Пс;Пс;2;Полиграф уссурийский;531;337;2018;5;ухудшение;;;;;;;24;10,1-40%;12;16;;614;20;;;0,5;;2,80;2,76;512;24;;60;3600;;;;;;11;;46;;19;;4;;8;0;;12;0;;60;;;60;;;60;;;60;;;60;;;;;;;;;;;;;;;;;;;;;;;;60;;0;0;2;;Линдт Е.А.;11;;
Республика Хакасия;2018;ЛПТ;;ЦЗЛ;;4-ИИ;3;4-ГЛПМ;1 декада января - 3 декада декабря;;;;05.10.2018;;;1993;09.08.2018;55.106369;88.717819;Горячегорское;Юферовское;;73;23;;92;1;защ;145;;;3;4К5П1Б+Е;4;250;3;0,4;220;;Нет;;;;2018;92;;;;;Повреждение насекомыми;Кс;Кс;2;Короед шестизубчатый;337;241;2018;5;ухудшение;;;;;;;8,5;4,1-10%;2;4;;614;10;;;0,4;;2,25;2,18;370;8,5;;92;;;;;;;29;;41,5;;21;;0;;2;0;;6,5;0;;92;;;92;;;92;;;92;;;92;;;;;;;;;;;;;;;;;;;;;;;;92;;0;0;2;;Линдт Е.А.;11;;
Республика Хакасия;2018;ЛПТ;;ЦЗЛ;;4-ИИ;3;4-ГЛПМ;1 декада января - 3 декада декабря;;;;05.10.2018;;;1993;10.08.2018;55.102870;88.748153;Горячегорское;Юферовское;;73;25;;34;1;защ;145;;;3;7П2К1Б;4;140;3;0,6;250;;Нет;;;;2018;34;;;;;Повреждение насекомыми;Пс;Пс;2;Полиграф уссурийский;531;337;2018;5;без изменений;;;;;;;13,5;10,1-40%;0;10,5;;614;15;;;0,5;;2,65;2,43;370;13,5;;34;;;;;;;22,5;;39,5;;24,5;;0;;0;0;;13,5;0;;34;;;34;;;34;;;34;;;34;;;;;;;;;;;;;;;;;;;;;;;;34;;0;0;2;;Линдт Е.А.;11;;
Республика Хакасия;2018;ЛПТ;;ЦЗЛ;;4-ИИ;3;4-ГЛПМ;1 декада января - 3 декада декабря;;;;05.10.2018;;;1993;10.08.2018;55.105445;88.740882;Горячегорское;Юферовское;;73;26;;12;1;защ;145;;;3;8К2К;4;270;3;0,7;450;;Нет;;;;2018;12;;;;;Повреждение насекомыми;Кс;Кс;2;Короед шестизубчатый;337;350;2018;5;ухудшение;;;;;;;22;10,1-40%;4;16;;614;20;;;0,6;;3,05;2,81;512;22;;12;1188;;;;;;15;;33;;30;;0;;4;0;;18;0;;12;;;12;;;12;;;12;;;12;;;;;;;;;;;;;;;;;;;;;;;;12;;0;0;2;;Линдт Е.А.;11;;
Республика Хакасия;2018;ЛПОВ;;лесничество;;2-ИИ;2;;1 декада января - 3 декада декабря;19 от 23.04.2018;;;05.05.2018;;;2018;27.04.2018;;;Горячегорское;Юферовское;;73;27;1;225;1;защ;145;;;3;7К3П+Л+Б;4;270;3;0,6;350;;Нет;;;;2018;9,7;;;;;Повреждение насекомыми;Кс;Кс;2;Короед шестизубчатый;337;362;2017;5;собственно вспышка;Кс;30;Короед шестизубчатый;514;собственно вспышка;85.30.18.0088;51,6;более 40%;39,3;25,1;средняя;;;;;0,3;;3,40;2,98;512;51,6;;9,7;1752;;;;;;31,2;;15,4;;1,8;;27,7;;6,2;5,4;;12,3;;;9,7;;;9,7;;;9,7;;;9,7;;;9,7;;;;;;;;;;;;;;;;;;;;;;;;9,7;;0;0;2;Григорьев А.Г.;Линдт Е.А.;32;очаг Короед шестизубчатый;
